Date,Crop_Product,Category,Quantity_Sold_Demanded_kg,Price_per_kg_INR,Location,State,Season_Month,Weather_Festival_Info
2023-11-29,Onion,Vegetable,579,25.64,Bhopal,Madhya Pradesh,Autumn (November),Mild
2024-12-23,Orange,Fruit,358,48.44,Bhopal,Madhya Pradesh,Winter (December),Cold
2024-10-25,Bottle Gourd,Vegetable,134,26.3,Shimla,Himachal Pradesh,Autumn (October),Mild
2024-12-30,Guava,Fruit,281,32.69,Lucknow,Uttar Pradesh,Winter (December),Cold
2023-11-06,Pumpkin,Vegetable,303,14.4,Patna,Bihar,Autumn (November),Mild
2023-06-29,Potato,Vegetable,624,31.26,Delhi,Delhi,Monsoon (June),Rainy
2023-12-20,Cabbage,Vegetable,305,17.21,Guwahati,Assam,Winter (December),Cold
2024-01-18,Corn,Vegetable,240,29.56,Hyderabad,Telangana,Winter (January),Cold
2024-05-27,Coconut,Fruit,251,40.04,Kolkata,West Bengal,Summer (May),Hot
2023-06-16,Green Chilli,Vegetable,209,40.73,Bangalore,Karnataka,Monsoon (June),Rainy
2023-06-11,Orange,Fruit,157,85.54,Shimla,Himachal Pradesh,Monsoon (June),Rainy
2023-02-20,Peas,Vegetable,238,47.52,Bhopal,Madhya Pradesh,Winter (February),Cold
2024-02-21,Custard Apple,Fruit,109,111.78,Kochi,Kerala,Winter (February),Cold
2024-10-25,Muskmelon,Fruit,236,45.81,Bangalore,Karnataka,Autumn (October),Mild
2023-02-07,Watermelon,Fruit,428,19.38,Kolkata,West Bengal,Winter (February),Cold
2023-09-12,Corn,Vegetable,340,21.68,Chandigarh,Punjab,Monsoon (September),Rainy
2024-12-07,Cauliflower,Vegetable,456,23.14,Bangalore,Karnataka,Winter (December),Cold
2023-10-22,Pumpkin,Vegetable,490,18.55,Delhi,Delhi,Autumn (October),Mild
2024-07-23,Grapes,Fruit,256,124.03,Mumbai,Maharashtra,Monsoon (July),Rainy
2023-10-28,Corn,Vegetable,367,22.52,Ahmedabad,Gujarat,Autumn (October),Mild
2023-06-16,Mango,Fruit,452,73.0,Kochi,Kerala,Monsoon (June),Rainy
2024-09-26,Sapota,Fruit,171,54.57,Kolkata,West Bengal,Monsoon (September),Rainy
2024-07-17,Pumpkin,Vegetable,359,22.68,Delhi,Delhi,Monsoon (July),Rainy
2024-05-21,Grapes,Fruit,197,80.31,Patna,Bihar,Summer (May),Hot
2024-12-23,Carrot,Vegetable,352,24.22,Lucknow,Uttar Pradesh,Winter (December),Cold
2023-08-31,French Beans,Vegetable,209,35.76,Lucknow,Uttar Pradesh,Monsoon (August),Rainy
2023-09-04,Strawberry,Fruit,101,139.76,Ahmedabad,Gujarat,Monsoon (September),Rainy
2023-11-08,Mango,Fruit,365,110.32,Mumbai,Maharashtra,Autumn (November),Mild
2024-05-02,Pineapple,Fruit,352,53.55,Chennai,Tamil Nadu,Summer (May),Hot
2024-12-05,French Beans,Vegetable,242,31.3,Lucknow,Uttar Pradesh,Winter (December),Cold
2023-11-06,Tomato,Vegetable,484,32.39,Hyderabad,Telangana,Autumn (November),Mild
2024-08-04,Guava,Fruit,388,38.73,Chennai,Tamil Nadu,Monsoon (August),Rainy
2023-03-20,Orange,Fruit,378,54.12,Lucknow,Uttar Pradesh,Summer (March),Hot
2024-01-07,Cabbage,Vegetable,493,16.04,Hyderabad,Telangana,Winter (January),Cold
2024-09-30,Onion,Vegetable,610,40.43,Bangalore,Karnataka,Monsoon (September),Rainy
2024-02-18,Pumpkin,Vegetable,186,25.9,Guwahati,Assam,Winter (February),Cold
2024-10-21,Litchi,Fruit,98,124.44,Guwahati,Assam,Autumn (October),Mild
2023-09-12,Litchi,Fruit,123,93.07,Bhopal,Madhya Pradesh,Monsoon (September),Rainy
2023-05-02,Grapes,Fruit,283,94.82,Hyderabad,Telangana,Summer (May),Hot
2024-02-12,Onion,Vegetable,835,31.68,Bangalore,Karnataka,Winter (February),Cold
2024-03-20,Sweet Potato,Vegetable,212,31.46,Jaipur,Rajasthan,Summer (March),Hot
2024-08-31,Peas,Vegetable,208,65.1,Guwahati,Assam,Monsoon (August),Rainy
2024-05-03,Papaya,Fruit,214,25.31,Shimla,Himachal Pradesh,Summer (May),Hot
2024-04-27,Bottle Gourd,Vegetable,241,19.41,Bhopal,Madhya Pradesh,Summer (April),Hot
2023-04-06,Spinach,Vegetable,329,20.26,Delhi,Delhi,Summer (April),Hot
2024-07-06,Grapes,Fruit,192,113.15,Chandigarh,Punjab,Monsoon (July),Rainy
2023-06-17,Bitter Gourd,Vegetable,216,30.18,Guwahati,Assam,Monsoon (June),Rainy
2023-09-19,Radish,Vegetable,177,17.42,Patna,Bihar,Monsoon (September),Rainy
2024-07-29,Litchi,Fruit,184,80.59,Lucknow,Uttar Pradesh,Monsoon (July),Rainy
2024-06-25,Garlic,Vegetable,116,112.24,Chandigarh,Punjab,Monsoon (June),Rainy
2023-02-26,Orange,Fruit,602,68.43,Mumbai,Maharashtra,Winter (February),Cold
2023-10-03,Peas,Vegetable,270,58.29,Chandigarh,Punjab,Autumn (October),Mild
2023-04-13,Banana,Fruit,593,39.41,Kolkata,West Bengal,Summer (April),Hot
2023-02-09,Cluster Beans,Vegetable,77,49.48,Shimla,Himachal Pradesh,Winter (February),Cold
2024-06-13,Papaya,Fruit,208,26.02,Shimla,Himachal Pradesh,Monsoon (June),Rainy
2024-11-16,Banana,Fruit,443,68.98,Mumbai,Maharashtra,Autumn (November),Mild
2023-11-06,Muskmelon,Fruit,116,44.04,Shimla,Himachal Pradesh,Autumn (November),Mild
2023-11-01,Mango,Fruit,297,90.85,Ahmedabad,Gujarat,Autumn (November),Mild
2023-09-14,Custard Apple,Fruit,142,77.75,Guwahati,Assam,Monsoon (September),Rainy
2023-04-10,Onion,Vegetable,526,27.4,Patna,Bihar,Summer (April),Hot
2024-04-27,Onion,Vegetable,700,38.23,Chennai,Tamil Nadu,Summer (April),Hot
2023-02-04,Sapota,Fruit,264,42.16,Chandigarh,Punjab,Winter (February),Cold
2023-07-05,Guava,Fruit,282,39.01,Kolkata,West Bengal,Monsoon (July),Rainy
2024-09-25,Guava,Fruit,307,25.84,Patna,Bihar,Monsoon (September),Rainy
2023-04-29,Muskmelon,Fruit,480,29.68,Chennai,Tamil Nadu,Summer (April),Hot
2024-02-07,Sapota,Fruit,245,44.08,Kochi,Kerala,Winter (February),Cold
2024-08-08,Ginger,Vegetable,154,61.85,Bhopal,Madhya Pradesh,Monsoon (August),Rainy
2024-09-22,Radish,Vegetable,241,20.45,Kolkata,West Bengal,Monsoon (September),Rainy
2024-02-21,Capsicum,Vegetable,272,54.43,Delhi,Delhi,Winter (February),Cold
2024-04-24,Strawberry,Fruit,63,140.6,Shimla,Himachal Pradesh,Summer (April),Hot
2023-12-06,Cluster Beans,Vegetable,144,46.39,Jaipur,Rajasthan,Winter (December),Cold
2024-07-28,Okra,Vegetable,403,25.81,Patna,Bihar,Monsoon (July),Rainy
2024-03-01,Watermelon,Fruit,571,19.77,Delhi,Delhi,Summer (March),Hot
2024-12-02,Beetroot,Vegetable,228,20.46,Patna,Bihar,Winter (December),Cold
2024-12-06,Sapota,Fruit,187,39.32,Bhopal,Madhya Pradesh,Winter (December),Cold
2023-10-19,Bitter Gourd,Vegetable,214,33.91,Ahmedabad,Gujarat,Autumn (October),Mild
2024-11-12,Pineapple,Fruit,167,77.42,Kochi,Kerala,Autumn (November),Mild
2023-03-26,Cauliflower,Vegetable,334,24.37,Chandigarh,Punjab,Summer (March),Hot
2024-11-16,Cluster Beans,Vegetable,188,44.51,Hyderabad,Telangana,Autumn (November),Mild
2023-01-06,Okra,Vegetable,239,47.95,Jaipur,Rajasthan,Winter (January),Cold
2024-08-08,Pineapple,Fruit,220,55.81,Guwahati,Assam,Monsoon (August),Rainy
2023-08-07,Spinach,Vegetable,189,22.54,Kolkata,West Bengal,Monsoon (August),Rainy
2023-03-03,Strawberry,Fruit,145,112.06,Jaipur,Rajasthan,Summer (March),Hot
2023-04-05,Sapota,Fruit,201,36.96,Bhopal,Madhya Pradesh,Summer (April),Hot
2024-10-04,Onion,Vegetable,482,29.03,Patna,Bihar,Autumn (October),Mild
2023-06-24,Corn,Vegetable,310,18.48,Bhopal,Madhya Pradesh,Monsoon (June),Rainy
2023-02-08,Bottle Gourd,Vegetable,209,28.31,Hyderabad,Telangana,Winter (February),Cold
2023-02-13,Bitter Gourd,Vegetable,140,43.05,Chandigarh,Punjab,Winter (February),Cold
2024-02-09,Ginger,Vegetable,182,91.98,Delhi,Delhi,Winter (February),Cold
2023-11-10,Sapota,Fruit,184,55.9,Kochi,Kerala,Autumn (November),Mild
2024-05-03,Cauliflower,Vegetable,353,27.83,Delhi,Delhi,Summer (May),Hot
2023-11-12,Custard Apple,Fruit,204,74.5,Jaipur,Rajasthan,Autumn (November),Mild
2023-11-07,Sapota,Fruit,222,56.46,Bangalore,Karnataka,Autumn (November),Mild
2024-10-12,Muskmelon,Fruit,291,40.89,Ahmedabad,Gujarat,Autumn (October),Mild | Dussehra
2023-07-19,Sweet Potato,Vegetable,252,33.25,Bangalore,Karnataka,Monsoon (July),Rainy
2024-07-13,Sweet Potato,Vegetable,277,32.19,Chennai,Tamil Nadu,Monsoon (July),Rainy
2024-10-30,Radish,Vegetable,323,19.91,Delhi,Delhi,Autumn (October),Mild
2024-06-22,Strawberry,Fruit,89,130.82,Lucknow,Uttar Pradesh,Monsoon (June),Rainy
2024-11-01,Orange,Fruit,362,56.02,Lucknow,Uttar Pradesh,Autumn (November),Mild
2023-10-07,Green Chilli,Vegetable,192,46.24,Chennai,Tamil Nadu,Autumn (October),Mild
2023-04-10,Corn,Vegetable,200,23.58,Bhopal,Madhya Pradesh,Summer (April),Hot
2023-05-08,French Beans,Vegetable,126,59.37,Kochi,Kerala,Summer (May),Hot
2024-06-09,Onion,Vegetable,466,34.56,Lucknow,Uttar Pradesh,Monsoon (June),Rainy
2023-03-10,Apple,Fruit,319,141.4,Kolkata,West Bengal,Summer (March),Hot
2023-08-04,Banana,Fruit,521,48.24,Hyderabad,Telangana,Monsoon (August),Rainy
2024-07-06,Bitter Gourd,Vegetable,280,23.84,Lucknow,Uttar Pradesh,Monsoon (July),Rainy
2023-04-21,Onion,Vegetable,468,30.24,Bhopal,Madhya Pradesh,Summer (April),Hot
2023-12-29,Mango,Fruit,331,86.77,Ahmedabad,Gujarat,Winter (December),Cold
2023-04-20,Coconut,Fruit,208,44.07,Ahmedabad,Gujarat,Summer (April),Hot
2024-10-24,Okra,Vegetable,367,43.69,Chennai,Tamil Nadu,Autumn (October),Mild
2024-10-23,Litchi,Fruit,97,124.71,Guwahati,Assam,Autumn (October),Mild
2024-10-01,Cabbage,Vegetable,253,16.75,Patna,Bihar,Autumn (October),Mild
2023-03-14,Papaya,Fruit,361,25.75,Kolkata,West Bengal,Summer (March),Hot
2024-04-20,Papaya,Fruit,537,28.18,Mumbai,Maharashtra,Summer (April),Hot
2024-11-21,Muskmelon,Fruit,179,33.54,Patna,Bihar,Autumn (November),Mild
2024-06-26,Bitter Gourd,Vegetable,297,28.3,Hyderabad,Telangana,Monsoon (June),Rainy
2023-08-26,Tomato,Vegetable,627,21.73,Lucknow,Uttar Pradesh,Monsoon (August),Rainy
2024-09-25,Papaya,Fruit,299,35.73,Delhi,Delhi,Monsoon (September),Rainy
2023-01-10,Cauliflower,Vegetable,523,23.02,Mumbai,Maharashtra,Winter (January),Cold
2024-03-28,Orange,Fruit,382,65.67,Jaipur,Rajasthan,Summer (March),Hot
2024-10-07,Peas,Vegetable,399,62.76,Mumbai,Maharashtra,Autumn (October),Mild
2024-02-29,Sapota,Fruit,352,46.38,Mumbai,Maharashtra,Winter (February),Cold
2023-05-26,Pomegranate,Fruit,183,144.46,Chandigarh,Punjab,Summer (May),Hot
2024-01-21,Cabbage,Vegetable,471,15.22,Ahmedabad,Gujarat,Winter (January),Cold
2024-09-27,Peas,Vegetable,264,62.14,Kochi,Kerala,Monsoon (September),Rainy
2023-05-27,Bottle Gourd,Vegetable,253,21.78,Guwahati,Assam,Summer (May),Hot
2023-04-24,Potato,Vegetable,538,21.82,Bhopal,Madhya Pradesh,Summer (April),Hot
2024-08-20,Cabbage,Vegetable,266,23.28,Hyderabad,Telangana,Monsoon (August),Rainy
2024-05-02,Sapota,Fruit,224,47.74,Jaipur,Rajasthan,Summer (May),Hot
2024-06-06,Beetroot,Vegetable,219,39.87,Mumbai,Maharashtra,Monsoon (June),Rainy
2024-06-19,Green Chilli,Vegetable,210,40.43,Bangalore,Karnataka,Monsoon (June),Rainy
2024-01-04,Custard Apple,Fruit,163,83.37,Ahmedabad,Gujarat,Winter (January),Cold
2023-10-17,Onion,Vegetable,785,40.08,Mumbai,Maharashtra,Autumn (October),Mild
2024-03-09,Sapota,Fruit,289,40.84,Jaipur,Rajasthan,Summer (March),Hot
2023-07-01,Papaya,Fruit,430,25.86,Hyderabad,Telangana,Monsoon (July),Rainy
2024-03-13,Apple,Fruit,312,143.36,Kolkata,West Bengal,Summer (March),Hot
2023-05-23,Orange,Fruit,317,86.11,Bangalore,Karnataka,Summer (May),Hot
2023-06-21,Okra,Vegetable,239,34.25,Shimla,Himachal Pradesh,Monsoon (June),Rainy
2023-06-03,Cauliflower,Vegetable,274,27.23,Kolkata,West Bengal,Monsoon (June),Rainy
2024-06-27,Pomegranate,Fruit,313,144.93,Mumbai,Maharashtra,Monsoon (June),Rainy
2023-05-19,Radish,Vegetable,212,21.03,Ahmedabad,Gujarat,Summer (May),Hot
2024-08-05,Sweet Potato,Vegetable,189,29.98,Guwahati,Assam,Monsoon (August),Rainy
2023-07-22,Pineapple,Fruit,267,42.91,Bhopal,Madhya Pradesh,Monsoon (July),Rainy
2023-07-02,Watermelon,Fruit,491,18.15,Chandigarh,Punjab,Monsoon (July),Rainy
2023-01-05,Brinjal,Vegetable,232,35.95,Jaipur,Rajasthan,Winter (January),Cold
2024-05-18,Tomato,Vegetable,569,29.24,Kochi,Kerala,Summer (May),Hot
2023-01-07,Radish,Vegetable,303,16.84,Chandigarh,Punjab,Winter (January),Cold
2023-10-02,Carrot,Vegetable,283,34.81,Kolkata,West Bengal,Autumn (October),Mild
2023-11-10,Strawberry,Fruit,108,101.19,Bhopal,Madhya Pradesh,Autumn (November),Mild
2023-12-12,Garlic,Vegetable,259,78.75,Chennai,Tamil Nadu,Winter (December),Cold
2024-12-12,French Beans,Vegetable,226,41.06,Kochi,Kerala,Winter (December),Cold
2023-07-27,Bottle Gourd,Vegetable,353,18.35,Ahmedabad,Gujarat,Monsoon (July),Rainy
2023-11-10,Okra,Vegetable,234,37.13,Bhopal,Madhya Pradesh,Autumn (November),Mild
2024-07-28,Coconut,Fruit,375,37.71,Bangalore,Karnataka,Monsoon (July),Rainy
2024-03-02,Cauliflower,Vegetable,445,21.55,Hyderabad,Telangana,Summer (March),Hot
2023-06-07,Beetroot,Vegetable,186,34.67,Hyderabad,Telangana,Monsoon (June),Rainy
2023-07-24,Apple,Fruit,175,180.94,Guwahati,Assam,Monsoon (July),Rainy
2024-09-24,Cabbage,Vegetable,243,17.12,Patna,Bihar,Monsoon (September),Rainy
2023-02-01,Carrot,Vegetable,299,24.05,Bhopal,Madhya Pradesh,Winter (February),Cold
2023-12-30,Garlic,Vegetable,288,76.31,Chennai,Tamil Nadu,Winter (December),Cold
2023-11-17,Cauliflower,Vegetable,341,19.01,Lucknow,Uttar Pradesh,Autumn (November),Mild
2023-07-01,Guava,Fruit,213,43.69,Guwahati,Assam,Monsoon (July),Rainy
2024-05-30,Green Chilli,Vegetable,201,42.31,Bangalore,Karnataka,Summer (May),Hot
2023-10-25,Brinjal,Vegetable,264,24.96,Patna,Bihar,Autumn (October),Mild
2024-05-05,Strawberry,Fruit,122,131.74,Kolkata,West Bengal,Summer (May),Hot
2023-09-25,Brinjal,Vegetable,469,32.37,Mumbai,Maharashtra,Monsoon (September),Rainy
2023-01-01,French Beans,Vegetable,266,45.34,Kochi,Kerala,Winter (January),Cold | New Year
2023-12-10,Bitter Gourd,Vegetable,127,42.91,Guwahati,Assam,Winter (December),Cold
2024-10-27,Potato,Vegetable,763,20.36,Lucknow,Uttar Pradesh,Autumn (October),Mild
2023-08-07,Watermelon,Fruit,414,16.58,Lucknow,Uttar Pradesh,Monsoon (August),Rainy
2023-05-20,Coconut,Fruit,136,45.34,Shimla,Himachal Pradesh,Summer (May),Hot
2023-10-13,Watermelon,Fruit,281,24.6,Chandigarh,Punjab,Autumn (October),Mild
2023-01-11,Sweet Potato,Vegetable,269,26.47,Chandigarh,Punjab,Winter (January),Cold
2023-07-06,Cluster Beans,Vegetable,259,30.47,Kolkata,West Bengal,Monsoon (July),Rainy
2023-08-03,French Beans,Vegetable,162,37.08,Patna,Bihar,Monsoon (August),Rainy
2024-05-09,Brinjal,Vegetable,355,23.27,Lucknow,Uttar Pradesh,Summer (May),Hot
2024-05-04,Pomegranate,Fruit,172,113.78,Patna,Bihar,Summer (May),Hot
2023-07-10,Banana,Fruit,422,37.65,Bhopal,Madhya Pradesh,Monsoon (July),Rainy
2023-10-14,Watermelon,Fruit,386,24.63,Chennai,Tamil Nadu,Autumn (October),Mild
2023-06-27,Apple,Fruit,117,187.89,Shimla,Himachal Pradesh,Monsoon (June),Rainy
2023-03-23,Litchi,Fruit,224,83.37,Kolkata,West Bengal,Summer (March),Hot
2023-05-11,Cluster Beans,Vegetable,216,36.38,Jaipur,Rajasthan,Summer (May),Hot
2023-12-22,Tomato,Vegetable,360,35.59,Jaipur,Rajasthan,Winter (December),Cold
2024-09-19,Pineapple,Fruit,265,61.39,Hyderabad,Telangana,Monsoon (September),Rainy
2023-03-06,Okra,Vegetable,305,44.95,Hyderabad,Telangana,Summer (March),Hot
2024-04-17,Strawberry,Fruit,125,124.24,Ahmedabad,Gujarat,Summer (April),Hot
2024-12-07,Potato,Vegetable,1030,23.14,Bangalore,Karnataka,Winter (December),Cold
2024-09-09,Spinach,Vegetable,217,21.19,Ahmedabad,Gujarat,Monsoon (September),Rainy
2023-08-09,Sapota,Fruit,125,47.95,Patna,Bihar,Monsoon (August),Rainy
2024-01-22,Corn,Vegetable,269,31.18,Delhi,Delhi,Winter (January),Cold
2023-02-15,Sweet Potato,Vegetable,330,32.73,Mumbai,Maharashtra,Winter (February),Cold
2023-08-08,Pomegranate,Fruit,279,93.09,Lucknow,Uttar Pradesh,Monsoon (August),Rainy
2024-08-01,Pomegranate,Fruit,358,117.39,Delhi,Delhi,Monsoon (August),Rainy
2023-05-07,Cluster Beans,Vegetable,241,35.04,Kolkata,West Bengal,Summer (May),Hot
2024-06-01,Brinjal,Vegetable,349,21.68,Bhopal,Madhya Pradesh,Monsoon (June),Rainy
2024-04-24,Beetroot,Vegetable,200,26.27,Lucknow,Uttar Pradesh,Summer (April),Hot
2024-10-08,Beetroot,Vegetable,223,29.16,Kolkata,West Bengal,Autumn (October),Mild
2024-05-28,Sweet Potato,Vegetable,213,35.04,Chennai,Tamil Nadu,Summer (May),Hot
2023-08-10,Guava,Fruit,335,34.45,Kolkata,West Bengal,Monsoon (August),Rainy
2024-09-28,Tomato,Vegetable,608,27.12,Kolkata,West Bengal,Monsoon (September),Rainy
2023-11-05,Spinach,Vegetable,298,18.63,Jaipur,Rajasthan,Autumn (November),Mild
2023-04-30,Bitter Gourd,Vegetable,221,36.37,Kochi,Kerala,Summer (April),Hot
2024-06-10,Cluster Beans,Vegetable,298,34.92,Delhi,Delhi,Monsoon (June),Rainy
2024-04-05,Potato,Vegetable,700,20.5,Lucknow,Uttar Pradesh,Summer (April),Hot
2024-12-04,Brinjal,Vegetable,214,27.78,Patna,Bihar,Winter (December),Cold
2024-04-02,Litchi,Fruit,232,80.75,Ahmedabad,Gujarat,Summer (April),Hot
2024-08-13,Strawberry,Fruit,49,160.58,Shimla,Himachal Pradesh,Monsoon (August),Rainy
2024-05-09,French Beans,Vegetable,119,43.19,Patna,Bihar,Summer (May),Hot
2023-05-03,Potato,Vegetable,800,27.74,Delhi,Delhi,Summer (May),Hot
2023-03-21,Potato,Vegetable,871,25.1,Bangalore,Karnataka,Summer (March),Hot
2024-09-21,Brinjal,Vegetable,395,27.85,Jaipur,Rajasthan,Monsoon (September),Rainy
2023-06-29,Muskmelon,Fruit,328,33.0,Kochi,Kerala,Monsoon (June),Rainy
2024-02-13,Sweet Potato,Vegetable,231,29.68,Chandigarh,Punjab,Winter (February),Cold
2023-07-25,Spinach,Vegetable,158,26.35,Kochi,Kerala,Monsoon (July),Rainy
2024-04-29,Bitter Gourd,Vegetable,239,31.41,Kolkata,West Bengal,Summer (April),Hot
2023-08-29,Bitter Gourd,Vegetable,331,34.59,Mumbai,Maharashtra,Monsoon (August),Rainy
2024-08-16,Bottle Gourd,Vegetable,406,21.0,Delhi,Delhi,Monsoon (August),Rainy
2023-01-11,Pineapple,Fruit,193,67.06,Kolkata,West Bengal,Winter (January),Cold
2024-05-30,Cucumber,Vegetable,418,22.21,Kochi,Kerala,Summer (May),Hot
2024-08-16,Sapota,Fruit,147,60.0,Jaipur,Rajasthan,Monsoon (August),Rainy
2023-12-07,Capsicum,Vegetable,263,45.08,Kochi,Kerala,Winter (December),Cold
2023-04-16,Banana,Fruit,706,43.28,Chennai,Tamil Nadu,Summer (April),Hot
2024-01-22,Strawberry,Fruit,132,83.35,Patna,Bihar,Winter (January),Cold
2024-12-16,Orange,Fruit,442,57.71,Jaipur,Rajasthan,Winter (December),Cold
2024-09-06,Spinach,Vegetable,204,22.47,Jaipur,Rajasthan,Monsoon (September),Rainy
2023-05-02,Cucumber,Vegetable,256,21.13,Shimla,Himachal Pradesh,Summer (May),Hot
2024-09-15,Okra,Vegetable,542,41.84,Mumbai,Maharashtra,Monsoon (September),Rainy
2023-08-24,Potato,Vegetable,588,31.84,Bangalore,Karnataka,Monsoon (August),Rainy
2024-08-29,Garlic,Vegetable,148,97.82,Ahmedabad,Gujarat,Monsoon (August),Rainy
2023-03-03,Papaya,Fruit,344,26.74,Kolkata,West Bengal,Summer (March),Hot
2023-11-08,Pumpkin,Vegetable,373,17.16,Ahmedabad,Gujarat,Autumn (November),Mild
2023-01-20,Peas,Vegetable,432,58.34,Mumbai,Maharashtra,Winter (January),Cold
2023-07-07,Papaya,Fruit,284,22.38,Bhopal,Madhya Pradesh,Monsoon (July),Rainy
2023-12-11,Grapes,Fruit,192,78.93,Shimla,Himachal Pradesh,Winter (December),Cold
2023-05-22,Bitter Gourd,Vegetable,137,32.25,Shimla,Himachal Pradesh,Summer (May),Hot
2024-02-24,Cabbage,Vegetable,447,16.07,Kolkata,West Bengal,Winter (February),Cold
2023-11-27,Litchi,Fruit,134,113.49,Ahmedabad,Gujarat,Autumn (November),Mild
2024-10-22,Apple,Fruit,198,136.56,Shimla,Himachal Pradesh,Autumn (October),Mild
2024-05-01,Capsicum,Vegetable,170,56.85,Kolkata,West Bengal,Summer (May),Hot
2024-05-15,Cluster Beans,Vegetable,220,35.78,Jaipur,Rajasthan,Summer (May),Hot
2023-08-02,Papaya,Fruit,239,30.18,Guwahati,Assam,Monsoon (August),Rainy
2023-11-08,Spinach,Vegetable,251,20.29,Kochi,Kerala,Autumn (November),Mild
2023-08-04,Grapes,Fruit,180,112.45,Chandigarh,Punjab,Monsoon (August),Rainy
2023-07-31,Pineapple,Fruit,287,43.96,Lucknow,Uttar Pradesh,Monsoon (July),Rainy
2023-05-22,Mango,Fruit,545,60.91,Ahmedabad,Gujarat,Summer (May),Hot
2023-01-27,Cabbage,Vegetable,517,16.89,Delhi,Delhi,Winter (January),Cold
2024-01-20,Litchi,Fruit,214,113.35,Delhi,Delhi,Winter (January),Cold
2024-09-08,Cucumber,Vegetable,440,31.22,Mumbai,Maharashtra,Monsoon (September),Rainy
2023-03-10,Green Chilli,Vegetable,93,52.57,Guwahati,Assam,Summer (March),Hot
2023-08-08,Banana,Fruit,604,56.27,Mumbai,Maharashtra,Monsoon (August),Rainy
2023-07-05,Beetroot,Vegetable,85,37.68,Shimla,Himachal Pradesh,Monsoon (July),Rainy
2023-05-03,Pomegranate,Fruit,234,149.65,Delhi,Delhi,Summer (May),Hot
2024-06-04,Ginger,Vegetable,118,71.74,Patna,Bihar,Monsoon (June),Rainy
2023-10-10,Papaya,Fruit,203,36.72,Chandigarh,Punjab,Autumn (October),Mild
2024-03-09,Apple,Fruit,180,156.28,Shimla,Himachal Pradesh,Summer (March),Hot
2023-11-10,Corn,Vegetable,334,24.81,Hyderabad,Telangana,Autumn (November),Mild
2023-01-13,Sapota,Fruit,290,45.63,Bangalore,Karnataka,Winter (January),Cold
2024-07-19,Cauliflower,Vegetable,195,31.49,Chandigarh,Punjab,Monsoon (July),Rainy
2023-04-27,Litchi,Fruit,289,85.0,Delhi,Delhi,Summer (April),Hot
2023-05-23,Carrot,Vegetable,250,37.18,Kolkata,West Bengal,Summer (May),Hot
2023-04-10,Apple,Fruit,206,139.61,Bhopal,Madhya Pradesh,Summer (April),Hot
2024-06-20,Cluster Beans,Vegetable,303,34.25,Delhi,Delhi,Monsoon (June),Rainy
2024-03-02,Pumpkin,Vegetable,303,29.18,Mumbai,Maharashtra,Summer (March),Hot
2024-05-28,Potato,Vegetable,475,22.69,Patna,Bihar,Summer (May),Hot
2023-11-12,Potato,Vegetable,1073,23.88,Delhi,Delhi,Autumn (November),Mild
2024-05-28,Papaya,Fruit,213,25.38,Shimla,Himachal Pradesh,Summer (May),Hot
2023-01-30,Brinjal,Vegetable,224,30.37,Lucknow,Uttar Pradesh,Winter (January),Cold
2023-12-09,Radish,Vegetable,402,17.62,Delhi,Delhi,Winter (December),Cold
2023-09-18,Coconut,Fruit,422,33.64,Delhi,Delhi,Monsoon (September),Rainy
2024-01-01,Apple,Fruit,552,134.44,Delhi,Delhi,Winter (January),Cold | New Year
2023-10-10,Beetroot,Vegetable,192,32.12,Chandigarh,Punjab,Autumn (October),Mild
2023-04-28,Onion,Vegetable,507,38.23,Chandigarh,Punjab,Summer (April),Hot
2023-12-23,Cauliflower,Vegetable,363,16.31,Patna,Bihar,Winter (December),Cold
2024-01-03,Cluster Beans,Vegetable,140,45.5,Kolkata,West Bengal,Winter (January),Cold
2024-05-27,Cabbage,Vegetable,231,24.9,Kochi,Kerala,Summer (May),Hot
2024-01-26,Grapes,Fruit,438,72.14,Kolkata,West Bengal,Winter (January),Cold | Republic Day
2023-04-18,Watermelon,Fruit,533,16.42,Jaipur,Rajasthan,Summer (April),Hot
2024-03-30,Custard Apple,Fruit,109,91.45,Lucknow,Uttar Pradesh,Summer (March),Hot
2024-08-25,Strawberry,Fruit,90,164.93,Kochi,Kerala,Monsoon (August),Rainy
2024-12-29,Pomegranate,Fruit,388,132.22,Mumbai,Maharashtra,Winter (December),Cold
2024-02-28,Banana,Fruit,534,47.4,Hyderabad,Telangana,Winter (February),Cold
2023-02-11,Litchi,Fruit,250,115.69,Mumbai,Maharashtra,Winter (February),Cold
2024-05-05,Spinach,Vegetable,219,22.4,Chandigarh,Punjab,Summer (May),Hot
2024-03-19,Corn,Vegetable,261,30.5,Chennai,Tamil Nadu,Summer (March),Hot
2024-07-08,Guava,Fruit,357,46.59,Mumbai,Maharashtra,Monsoon (July),Rainy
2024-11-15,Watermelon,Fruit,324,24.0,Hyderabad,Telangana,Autumn (November),Mild
2024-12-06,Strawberry,Fruit,119,93.2,Bhopal,Madhya Pradesh,Winter (December),Cold
2023-03-21,Cucumber,Vegetable,550,25.39,Mumbai,Maharashtra,Summer (March),Hot
